id,name,birth_canton,frequency
3088,Chamalières,Etranger,1.0
3089,Colorado Springs,Etranger,1.0
3090,Oberembrach,ZH,1.0
3091,Holziken,AG,1.0
3092,Lemgo,Etranger,1.0
3093,Harare,Etranger,1.0
3094,Genève,Etranger,
3095,"Young America, Minnesota",Etranger,1.0
3096,Mumpf,AG,1.0
3097,Diepenbeek,Etranger,1.0
3098,Zurich,Etranger,
3099,Etterbeek,Etranger,1.0
3100,Quierschied,Etranger,1.0
3101,Flawil,Etranger,
3102,Rabat,Etranger,1.0
3103,Hoogezand-Sappemeer,Etranger,1.0
3104,Neyruz,VD,1.0
3105,Saigon,Etranger,1.0
3106,Herzogenbuchsee,AG,
3107,Arcachon,Etranger,1.0
3108,Sindelfingen,Etranger,1.0
3109,Herznach,AG,1.0
3110,Inkwil,BE,2.0
3111,Diesbach,GL,1.0
3112,Tanger,Etranger,1.0
3113,Oberbüren,SG,1.0
3114,Monforte de Lemos,Etranger,1.0
3115,Remscheid,Etranger,2.0
3116,Redcar,Etranger,1.0
3117,Pfullendorf,Etranger,1.0
3118,Bioggio,TI,1.0
3119,Diégo-Suarez (Madagascar),Etranger,1.0
3120,Cleveland,Etranger,2.0
3121,Lugano-Castagnola,TI,1.0
3122,Bad Marienberg,Etranger,1.0
3123,Entlebuch,Lucerne,
3124,Caransebes,Etranger,1.0
3125,Winden,TG,1.0
3126,Boppelsen,ZH,1.0
3127,Bernex,GE,1.0
3128,Reinsberg,Etranger,1.0
3129,Hanau,Etranger,1.0
3130,Etziken,SO,1.0
3131,Coburg,Etranger,2.0
3132,Frischborn,Etranger,1.0
3133,Neustadt,Etranger,1.0
3134,Gmünd,Etranger,1.0
3135,Landsberg am Lech,Etranger,1.0
3136,Gottlieben,TG,1.0
3137,Herisau,AI,
3138,Uetikon,ZH,1.0
3139,Timelkam,Etranger,1.0
3140,Radolfzell,Etranger,1.0
3141,Forch,ZH,1.0
3142,Boenigen ?,BE,1.0
3143,Montecatini Terme,Etranger,1.0
3144,San Valentino in Abruzzo Citeriore,Etranger,1.0
3145,Terni,Etranger,1.0
3146,Kilinochchi,Etranger,1.0
3147,Soglio,GR,1.0
3148,Sicile,Etranger,1.0
3149,Rieden (auj. comm. Wallisellen),ZH,1.0
3150,Tägerig,AG,1.0
3151,Lödingen,Etranger,1.0
3152,Oleyres,VD,1.0
3153,Oberschmitten bei Darmstadt,Etranger,1.0
3154,Ménières,FR,1.0
3155,Kappel am Albis,ZH,1.0
3156,Ursins,VD,1.0
3157,Vex,VS,1.0
3158,Ayent,VS,1.0
3159,Kempten (auj. Wetzikon),ZH,1.0
3160,Mattwil,TG,1.0
3161,(Fridolin) à Sedel (comm. Münchwilen),TG,1.0
3162,Davos-Platz,GR,1.0
3163,Hornussen,AG,1.0
3164,Prague,étranger,
3165,Hedingen,ZH,1.0
3166,Le Fleix (Dordogne),Etranger,1.0
3167,Tangermünde (Prusse),Etranger,1.0
3168,Toluca,Etranger,1.0
3169,Geilenkirchen-Hünshoven,Etranger,1.0
3170,Reutlingen,Etranger,1.0
3171,Bischwiller,Etranger,1.0
3172,Toffen,BE,1.0
3173,Colonie Alsen sur le Wannsee (Berlin),Etranger,1.0
3174,Fréjus,Etranger,1.0
3175,Vincennes,Etranger,1.0
3176,Diepoldsau,SG,1.0
3177,Nakel,Etranger,1.0
3178,Essertines-sur-Yverdon,VD,1.0
3179,Greiz,Etranger,2.0
3180,Saint-Saphorin-sur-Morges,VD,1.0
3181,Bottighofen,TG,1.0
3182,Maloja,GR,1.0
3183,Sulz,LU,
3184,Torgon,VS,1.0
3185,Mühlrüti (comm. Mosnang),SG,1.0
3186,Swakopmund,Etranger,1.0
3187,Fontenais,BE,1.0
3188,Grüsch,GR,1.0
3189,Buchs/Frauenfeld,TG,1.0
3190,Plumieux,Etranger,1.0
3191,Delémont,JU,
3192,Origlio,TI,2.0
3193,Kell am See,Etranger,1.0
3194,Seen,ZH,1.0
3195,Mettlen,TG,1.0
3196,Gurzelen,BE,1.0
3197,Vessy,GE,1.0
3198,Dombresson,NE,1.0
3199,Billens-Hennens,FR,1.0
3200,Oulens-sous-Échallens,VD,1.0
3201,Reichenau in Sachsen,Etranger,1.0
3202,Pailly,VD,1.0
3203,"Höllstein im Wiesental (auj. Steinen, Bade)",Etranger,1.0
3204,Soulce,JU,1.0
3205,Kiesen,BE,1.0
3206,Kandergrund,BE,1.0
3207,Adelboden,BE,1.0
3208,Niederwald,VS,1.0
3209,Fleurier (Val-de-Travers),NE,2.0
3210,Schaffouse,SH,3.0
3211,St. Gall,SG,4.0
3212,Hereq (KOS),ZH,1.0
3213,Valangin,NE,2.0
3214,Le Pont-de-Beauvoisin,Etranger,1.0
3215,Kappel (Toggenbourg),SO,1.0
3216,Kirchenthurnen,BE,1.0
3217,Sommeri,TG,1.0
3218,Boltigen,BE,1.0
3219,Büron,LU,1.0
3220,Chaux-de-Fonds,NE,3.0
3221,Allens (comm. Cossonay),VD,1.0
3222,Ponts-de-Martel,NE,2.0
3223,Eiken,AG,1.0
3224,Mont-sur-Lausanne,VD,1.0
3225,Bellano (Lecco),Etranger,1.0
3226,Radelfingen,BE,1.0
3227,La Ferrière,BE,1.0
3228,Villars-sur-Marly (comm. Pierrafortscha),FR,1.0
3229,La Roche,FR,1.0
3230,Courtion,FR,1.0
3231,Franenfeld,TG,1.0
3232,Roeselare,Etranger,1.0
3233,Bad Salzuflen,Etranger,1.0
3234,Gächlingen,SH,1.0
3235,Cava Manara,Etranger,1.0
3236,Fétigny,FR,1.0
3237,Hünenberg,ZG,1.0
3238,Boczki,Etranger,1.0
3239,Ramsberg,ZH,1.0
3240,Tegerfelden,AG,1.0
3241,Grolley,FR,1.0
3242,Kamieniec Podolski,Etranger,1.0
3243,Rapperswil,BE,
3244,Rüti bei Büren,BE,1.0
3245,La Magne,FR,1.0
3246,Meggen,LU,1.0
3247,La Chaux (comm. Sainte-Croix),VD,1.0
3248,Langnau bei Reiden (auj. comm. Reiden),LU,1.0
3249,Vira (auj. comm. Gambarogno),TI,1.0
3250,Lottigna (auj. comm. Acquarossa),TI,1.0
3251,Castelrotto (commun de Croglio),TI,1.0
3252,Gimel,VD,1.0
3253,Coppet,GE,
3254,Wuppenau,TG,1.0
3255,Montagny,FR,
3256,Rütschelen,BE,1.0
3257,Marsens,FR,1.0
3258,Ladenburg,Etranger,1.0
3259,Tscheppach,SO,1.0
3260,Unterentfelden,AG,1.0
3261,Cuarnens,VD,1.0
3262,Locle,NE,1.0
3263,Landeron,NE,1.0
